step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,TRANSFER,1000,C9199,5000,4000,C19199,0,1000,0,0
1,CASH_OUT,1000,C1241,5000,4000,C11241,0,1000,0,0
1,TRANSFER,1000,C9744,5000,4000,C19744,0,1000,0,0
1,CASH_OUT,1000,C642,5000,4000,C10642,0,1000,0,0
1,TRANSFER,1000,C7008,5000,4000,C17008,0,1000,0,0
1,CASH_OUT,1000,C3737,5000,4000,C13737,0,1000,0,0
1,CASH_OUT,1000,C10,5000,4000,C10010,0,1000,0,0
1,CASH_OUT,1000,C1355,5000,4000,C11355,0,1000,0,0
1,CASH_OUT,1000,C1972,5000,4000,C11972,0,1000,0,0
1,TRANSFER,1000,C9279,5000,4000,C19279,0,1000,0,0
1,CASH_OUT,1000,C1736,5000,4000,C11736,0,1000,0,0
1,TRANSFER,1000,C6186,5000,4000,C16186,0,1000,0,0
1,TRANSFER,1000,C5224,5000,4000,C15224,0,1000,0,0
1,CASH_OUT,1000,C3938,5000,4000,C13938,0,1000,0,0
1,TRANSFER,1000,C7924,5000,4000,C17924,0,1000,0,0
1,CASH_OUT,1000,C1829,5000,4000,C11829,0,1000,0,0
1,CASH_OUT,1000,C697,5000,4000,C10697,0,1000,0,0
1,TRANSFER,1000,C8992,5000,4000,C18992,0,1000,0,0
1,CASH_OUT,1000,C474,5000,4000,C10474,0,1000,0,0
1,CASH_OUT,1000,C650,5000,4000,C10650,0,1000,0,0
1,CASH_OUT,1000,C1914,5000,4000,C11914,0,1000,0,0
1,CASH_OUT,1000,C1375,5000,4000,C11375,0,1000,0,0
1,TRANSFER,1000,C5737,5000,4000,C15737,0,1000,0,0
1,CASH_OUT,1000,C2086,5000,4000,C12086,0,1000,0,0
1,TRANSFER,1000,C7204,5000,4000,C17204,0,1000,0,0
1,TRANSFER,1000,C7235,5000,4000,C17235,0,1000,0,0
1,CASH_OUT,1000,C3375,5000,4000,C13375,0,1000,0,0
1,CASH_OUT,1000,C3586,5000,4000,C13586,0,1000,0,0
1,TRANSFER,1000,C9865,5000,4000,C19865,0,1000,1,0
1,CASH_OUT,1000,C2186,5000,4000,C12186,0,1000,0,0
1,CASH_OUT,1000,C75,5000,4000,C10075,0,1000,0,0
1,TRANSFER,1000,C6666,5000,4000,C16666,0,1000,0,0
1,TRANSFER,1000,C8087,5000,4000,C18087,0,1000,0,0
1,TRANSFER,1000,C7763,5000,4000,C17763,0,1000,0,0
1,CASH_OUT,1000,C521,5000,4000,C10521,0,1000,0,0
1,CASH_OUT,1000,C3515,5000,4000,C13515,0,1000,0,0
1,CASH_OUT,1000,C2791,5000,4000,C12791,0,1000,0,0
1,TRANSFER,1000,C6932,5000,4000,C16932,0,1000,0,0
1,TRANSFER,1000,C5304,5000,4000,C15304,0,1000,0,0
1,TRANSFER,1000,C7127,5000,4000,C17127,0,1000,0,0
1,CASH_OUT,1000,C385,5000,4000,C10385,0,1000,0,0
1,TRANSFER,1000,C7260,5000,4000,C17260,0,1000,0,0
1,TRANSFER,1000,C9150,5000,4000,C19150,0,1000,0,0
1,CASH_OUT,1000,C731,5000,4000,C10731,0,1000,0,0
1,CASH_OUT,1000,C1741,5000,4000,C11741,0,1000,0,0
1,TRANSFER,1000,C9823,5000,4000,C19823,0,1000,1,0
1,CASH_OUT,1000,C4889,5000,4000,C14889,0,1000,0,0
1,CASH_OUT,1000,C283,5000,4000,C10283,0,1000,0,0
1,TRANSFER,1000,C8045,5000,4000,C18045,0,1000,0,0
1,TRANSFER,1000,C9247,5000,4000,C19247,0,1000,0,0
1,CASH_OUT,1000,C1903,5000,4000,C11903,0,1000,0,0
1,CASH_OUT,1000,C617,5000,4000,C10617,0,1000,0,0
1,TRANSFER,1000,C8432,5000,4000,C18432,0,1000,0,0
1,TRANSFER,1000,C8035,5000,4000,C18035,0,1000,0,0
1,CASH_OUT,1000,C2362,5000,4000,C12362,0,1000,0,0
1,TRANSFER,1000,C9069,5000,4000,C19069,0,1000,0,0
1,TRANSFER,1000,C7847,5000,4000,C17847,0,1000,0,0
1,CASH_OUT,1000,C4947,5000,4000,C14947,0,1000,0,0
1,TRANSFER,1000,C6604,5000,4000,C16604,0,1000,0,0
1,TRANSFER,1000,C6435,5000,4000,C16435,0,1000,0,0
1,TRANSFER,1000,C8250,5000,4000,C18250,0,1000,0,0
1,TRANSFER,1000,C9139,5000,4000,C19139,0,1000,0,0
1,CASH_OUT,1000,C1178,5000,4000,C11178,0,1000,0,0
1,CASH_OUT,1000,C3686,5000,4000,C13686,0,1000,0,0
1,CASH_OUT,1000,C108,5000,4000,C10108,0,1000,0,0
1,CASH_OUT,1000,C2450,5000,4000,C12450,0,1000,0,0
1,TRANSFER,1000,C7131,5000,4000,C17131,0,1000,0,0
1,TRANSFER,1000,C5602,5000,4000,C15602,0,1000,0,0
1,CASH_OUT,1000,C1730,5000,4000,C11730,0,1000,0,0
1,TRANSFER,1000,C6441,5000,4000,C16441,0,1000,0,0
1,CASH_OUT,1000,C1764,5000,4000,C11764,0,1000,0,0
1,TRANSFER,1000,C6437,5000,4000,C16437,0,1000,0,0
1,TRANSFER,1000,C9707,5000,4000,C19707,0,1000,0,0
1,TRANSFER,1000,C5509,5000,4000,C15509,0,1000,0,0
1,TRANSFER,1000,C8305,5000,4000,C18305,0,1000,0,0
1,TRANSFER,1000,C7711,5000,4000,C17711,0,1000,0,0
1,CASH_OUT,1000,C32,5000,4000,C10032,0,1000,0,0
1,CASH_OUT,1000,C1806,5000,4000,C11806,0,1000,0,0
1,CASH_OUT,1000,C705,5000,4000,C10705,0,1000,0,0
1,TRANSFER,1000,C7272,5000,4000,C17272,0,1000,0,0
1,CASH_OUT,1000,C216,5000,4000,C10216,0,1000,0,0
1,TRANSFER,1000,C8568,5000,4000,C18568,0,1000,0,0
1,TRANSFER,1000,C6466,5000,4000,C16466,0,1000,0,0
1,TRANSFER,1000,C8235,5000,4000,C18235,0,1000,0,0
1,CASH_OUT,1000,C509,5000,4000,C10509,0,1000,0,0
1,CASH_OUT,1000,C1052,5000,4000,C11052,0,1000,0,0
1,CASH_OUT,1000,C2913,5000,4000,C12913,0,1000,0,0
1,TRANSFER,1000,C8727,5000,4000,C18727,0,1000,0,0
1,TRANSFER,1000,C9932,5000,4000,C19932,0,1000,1,0
1,TRANSFER,1000,C6343,5000,4000,C16343,0,1000,0,0
1,TRANSFER,1000,C7172,5000,4000,C17172,0,1000,0,0
1,TRANSFER,1000,C6724,5000,4000,C16724,0,1000,0,0
1,CASH_OUT,1000,C2626,5000,4000,C12626,0,1000,0,0
1,TRANSFER,1000,C5371,5000,4000,C15371,0,1000,0,0
1,CASH_OUT,1000,C3962,5000,4000,C13962,0,1000,0,0
1,TRANSFER,1000,C9571,5000,4000,C19571,0,1000,0,0
1,CASH_OUT,1000,C3999,5000,4000,C13999,0,1000,0,0
1,CASH_OUT,1000,C1938,5000,4000,C11938,0,1000,0,0
1,CASH_OUT,1000,C2929,5000,4000,C12929,0,1000,0,0
1,CASH_OUT,1000,C2303,5000,4000,C12303,0,1000,0,0
1,TRANSFER,1000,C7458,5000,4000,C17458,0,1000,0,0
1,TRANSFER,1000,C6209,5000,4000,C16209,0,1000,0,0
1,TRANSFER,1000,C6400,5000,4000,C16400,0,1000,0,0
1,TRANSFER,1000,C8892,5000,4000,C18892,0,1000,0,0
1,TRANSFER,1000,C6608,5000,4000,C16608,0,1000,0,0
1,TRANSFER,1000,C8023,5000,4000,C18023,0,1000,0,0
1,TRANSFER,1000,C6250,5000,4000,C16250,0,1000,0,0
1,CASH_OUT,1000,C3189,5000,4000,C13189,0,1000,0,0
1,TRANSFER,1000,C8776,5000,4000,C18776,0,1000,0,0
1,TRANSFER,1000,C8364,5000,4000,C18364,0,1000,0,0
1,TRANSFER,1000,C6686,5000,4000,C16686,0,1000,0,0
1,TRANSFER,1000,C6868,5000,4000,C16868,0,1000,0,0
1,CASH_OUT,1000,C3191,5000,4000,C13191,0,1000,0,0
1,TRANSFER,1000,C5358,5000,4000,C15358,0,1000,0,0
1,CASH_OUT,1000,C489,5000,4000,C10489,0,1000,0,0
1,TRANSFER,1000,C5218,5000,4000,C15218,0,1000,0,0
1,CASH_OUT,1000,C4085,5000,4000,C14085,0,1000,0,0
1,TRANSFER,1000,C9837,5000,4000,C19837,0,1000,1,0
1,TRANSFER,1000,C7166,5000,4000,C17166,0,1000,0,0
1,TRANSFER,1000,C8697,5000,4000,C18697,0,1000,0,0
1,TRANSFER,1000,C6067,5000,4000,C16067,0,1000,0,0
1,CASH_OUT,1000,C1536,5000,4000,C11536,0,1000,0,0
1,CASH_OUT,1000,C913,5000,4000,C10913,0,1000,0,0
1,CASH_OUT,1000,C1173,5000,4000,C11173,0,1000,0,0
1,CASH_OUT,1000,C910,5000,4000,C10910,0,1000,0,0
1,TRANSFER,1000,C9698,5000,4000,C19698,0,1000,0,0
1,CASH_OUT,1000,C179,5000,4000,C10179,0,1000,0,0
1,CASH_OUT,1000,C2494,5000,4000,C12494,0,1000,0,0
1,TRANSFER,1000,C5551,5000,4000,C15551,0,1000,0,0
1,CASH_OUT,1000,C1467,5000,4000,C11467,0,1000,0,0
1,CASH_OUT,1000,C71,5000,4000,C10071,0,1000,0,0
1,TRANSFER,1000,C9895,5000,4000,C19895,0,1000,1,0
1,CASH_OUT,1000,C4657,5000,4000,C14657,0,1000,0,0
1,CASH_OUT,1000,C2780,5000,4000,C12780,0,1000,0,0
1,CASH_OUT,1000,C83,5000,4000,C10083,0,1000,0,0
1,TRANSFER,1000,C5336,5000,4000,C15336,0,1000,0,0
1,CASH_OUT,1000,C3270,5000,4000,C13270,0,1000,0,0
1,TRANSFER,1000,C7340,5000,4000,C17340,0,1000,0,0
1,CASH_OUT,1000,C3061,5000,4000,C13061,0,1000,0,0
1,TRANSFER,1000,C9211,5000,4000,C19211,0,1000,0,0
1,CASH_OUT,1000,C4262,5000,4000,C14262,0,1000,0,0
1,TRANSFER,1000,C8387,5000,4000,C18387,0,1000,0,0
1,CASH_OUT,1000,C1465,5000,4000,C11465,0,1000,0,0
1,CASH_OUT,1000,C4816,5000,4000,C14816,0,1000,0,0
1,TRANSFER,1000,C5391,5000,4000,C15391,0,1000,0,0
1,TRANSFER,1000,C5317,5000,4000,C15317,0,1000,0,0
1,CASH_OUT,1000,C4815,5000,4000,C14815,0,1000,0,0
1,TRANSFER,1000,C5294,5000,4000,C15294,0,1000,0,0
1,CASH_OUT,1000,C3994,5000,4000,C13994,0,1000,0,0
1,CASH_OUT,1000,C2357,5000,4000,C12357,0,1000,0,0
1,TRANSFER,1000,C7161,5000,4000,C17161,0,1000,0,0
1,CASH_OUT,1000,C3617,5000,4000,C13617,0,1000,0,0
1,CASH_OUT,1000,C2938,5000,4000,C12938,0,1000,0,0
1,CASH_OUT,1000,C1785,5000,4000,C11785,0,1000,0,0
1,TRANSFER,1000,C8721,5000,4000,C18721,0,1000,0,0
1,CASH_OUT,1000,C2061,5000,4000,C12061,0,1000,0,0
1,CASH_OUT,1000,C2412,5000,4000,C12412,0,1000,0,0
1,CASH_OUT,1000,C4567,5000,4000,C14567,0,1000,0,0
1,TRANSFER,1000,C5217,5000,4000,C15217,0,1000,0,0
